HCPCS_CODE,in_hcpcs_2026,in_hedis,in_either,in_comprehensive
43644,FALSE,FALSE,FALSE,TRUE
43645,FALSE,FALSE,FALSE,TRUE
43653,FALSE,FALSE,FALSE,TRUE
43659,FALSE,FALSE,FALSE,TRUE
43752,FALSE,FALSE,FALSE,TRUE
43753,FALSE,FALSE,FALSE,TRUE
43760,FALSE,FALSE,FALSE,FALSE
43761,FALSE,FALSE,FALSE,TRUE
43762,FALSE,FALSE,FALSE,TRUE
43763,FALSE,FALSE,FALSE,TRUE
43770,FALSE,FALSE,FALSE,TRUE
43775,FALSE,FALSE,FALSE,TRUE
43845,FALSE,FALSE,FALSE,TRUE
43999,FALSE,FALSE,FALSE,TRUE
4400F,FALSE,FALSE,FALSE,TRUE
44130,FALSE,FALSE,FALSE,TRUE
44180,FALSE,FALSE,FALSE,TRUE
44238,FALSE,FALSE,FALSE,TRUE
44360,FALSE,FALSE,FALSE,TRUE
44361,FALSE,FALSE,FALSE,TRUE
44376,FALSE,FALSE,FALSE,TRUE
44377,FALSE,FALSE,FALSE,TRUE
44388,FALSE,FALSE,FALSE,TRUE
44389,FALSE,FALSE,FALSE,TRUE
44408,FALSE,FALSE,FALSE,TRUE
44444,FALSE,FALSE,FALSE,FALSE
44500,FALSE,FALSE,FALSE,TRUE
4450F,FALSE,FALSE,FALSE,TRUE
4480F,FALSE,FALSE,FALSE,TRUE
44850,FALSE,FALSE,FALSE,TRUE
44950,FALSE,FALSE,FALSE,TRUE
44970,FALSE,FALSE,FALSE,TRUE
450,FALSE,FALSE,FALSE,FALSE
450012,FALSE,FALSE,FALSE,FALSE
4500F,FALSE,FALSE,FALSE,TRUE
45100,FALSE,FALSE,FALSE,TRUE
45190,FALSE,FALSE,FALSE,TRUE
4525F,FALSE,FALSE,FALSE,TRUE
45300,FALSE,FALSE,FALSE,TRUE
45303,FALSE,FALSE,FALSE,TRUE
45320,FALSE,FALSE,FALSE,TRUE
45330,FALSE,FALSE,FALSE,TRUE
45331,FALSE,FALSE,FALSE,TRUE
45338,FALSE,FALSE,FALSE,TRUE
45350,FALSE,FALSE,FALSE,TRUE
45378,FALSE,FALSE,FALSE,TRUE
45380,FALSE,FALSE,FALSE,TRUE
45381,FALSE,FALSE,FALSE,TRUE
45382,FALSE,FALSE,FALSE,TRUE
45384,FALSE,FALSE,FALSE,TRUE
45385,FALSE,FALSE,FALSE,TRUE
45388,FALSE,FALSE,FALSE,TRUE
45390,FALSE,FALSE,FALSE,TRUE
45398,FALSE,FALSE,FALSE,TRUE
45500,FALSE,FALSE,FALSE,TRUE
45505,FALSE,FALSE,FALSE,TRUE
4551F,FALSE,FALSE,FALSE,TRUE
4553F,FALSE,FALSE,FALSE,TRUE
4554F,FALSE,FALSE,FALSE,TRUE
4556F,FALSE,FALSE,FALSE,TRUE
4559F,FALSE,FALSE,FALSE,TRUE
45990,FALSE,FALSE,FALSE,TRUE
45999,FALSE,FALSE,FALSE,TRUE
46050,FALSE,FALSE,FALSE,TRUE
46083,FALSE,FALSE,FALSE,TRUE
46200,FALSE,FALSE,FALSE,TRUE
46221,FALSE,FALSE,FALSE,TRUE
46230,FALSE,FALSE,FALSE,TRUE
46250,FALSE,FALSE,FALSE,TRUE
46255,FALSE,FALSE,FALSE,TRUE
46260,FALSE,FALSE,FALSE,TRUE
46320,FALSE,FALSE,FALSE,TRUE
46500,FALSE,FALSE,FALSE,TRUE
46505,FALSE,FALSE,FALSE,TRUE
46600,FALSE,FALSE,FALSE,TRUE
46601,FALSE,FALSE,FALSE,TRUE
46604,FALSE,FALSE,FALSE,TRUE
46606,FALSE,FALSE,FALSE,TRUE
46607,FALSE,FALSE,FALSE,TRUE
46611,FALSE,FALSE,FALSE,TRUE
46614,FALSE,FALSE,FALSE,TRUE
46615,FALSE,FALSE,FALSE,TRUE
46750,FALSE,FALSE,FALSE,TRUE
46900,FALSE,FALSE,FALSE,TRUE
46924,FALSE,FALSE,FALSE,TRUE
46930,FALSE,FALSE,FALSE,TRUE
46940,FALSE,FALSE,FALSE,TRUE
46945,FALSE,FALSE,FALSE,TRUE
46946,FALSE,FALSE,FALSE,TRUE
47000,FALSE,FALSE,FALSE,TRUE
47001,FALSE,FALSE,FALSE,TRUE
4701Y,FALSE,FALSE,FALSE,FALSE
47100,FALSE,FALSE,FALSE,TRUE
47379,FALSE,FALSE,FALSE,TRUE
47562,FALSE,FALSE,FALSE,TRUE
47563,FALSE,FALSE,FALSE,TRUE
47900,FALSE,FALSE,FALSE,TRUE
48510,FALSE,FALSE,FALSE,TRUE
49000,FALSE,FALSE,FALSE,TRUE
49020,FALSE,FALSE,FALSE,TRUE
49082,FALSE,FALSE,FALSE,TRUE
49083,FALSE,FALSE,FALSE,TRUE
49084,FALSE,FALSE,FALSE,TRUE
49180,FALSE,FALSE,FALSE,TRUE
49320,FALSE,FALSE,FALSE,TRUE
49322,FALSE,FALSE,FALSE,TRUE
49326,FALSE,FALSE,FALSE,TRUE
49329,FALSE,FALSE,FALSE,TRUE
49400,FALSE,FALSE,FALSE,TRUE
49406,FALSE,FALSE,FALSE,TRUE
49423,FALSE,FALSE,FALSE,TRUE
49424,FALSE,FALSE,FALSE,TRUE
49440,FALSE,FALSE,FALSE,TRUE
49446,FALSE,FALSE,FALSE,TRUE
49450,FALSE,FALSE,FALSE,TRUE
49452,FALSE,FALSE,FALSE,TRUE
49460,FALSE,FALSE,FALSE,TRUE
49465,FALSE,FALSE,FALSE,TRUE
49500,FALSE,FALSE,FALSE,TRUE
49505,FALSE,FALSE,FALSE,TRUE
49507,FALSE,FALSE,FALSE,TRUE
49561,FALSE,FALSE,FALSE,FALSE
49568,FALSE,FALSE,FALSE,FALSE
49580,FALSE,FALSE,FALSE,FALSE
49585,FALSE,FALSE,FALSE,FALSE
49591,FALSE,FALSE,FALSE,TRUE
49592,FALSE,FALSE,FALSE,TRUE
49593,FALSE,FALSE,FALSE,TRUE
49594,FALSE,FALSE,FALSE,TRUE
49650,FALSE,FALSE,FALSE,TRUE
49652,FALSE,FALSE,FALSE,FALSE
49653,FALSE,FALSE,FALSE,FALSE
49659,FALSE,FALSE,FALSE,TRUE
49900,FALSE,FALSE,FALSE,TRUE
49905,FALSE,FALSE,FALSE,TRUE
5000B,FALSE,FALSE,FALSE,FALSE
5000D,FALSE,FALSE,FALSE,FALSE
5000E,FALSE,FALSE,FALSE,FALSE
5000F,FALSE,FALSE,FALSE,FALSE
50081,FALSE,FALSE,FALSE,TRUE
5010F,FALSE,FALSE,FALSE,TRUE
5015F,FALSE,FALSE,FALSE,TRUE
50200,FALSE,FALSE,FALSE,TRUE
50215,FALSE,FALSE,FALSE,FALSE
50280,FALSE,FALSE,FALSE,TRUE
50323,FALSE,FALSE,FALSE,TRUE
50360,FALSE,FALSE,FALSE,TRUE
50433,FALSE,FALSE,FALSE,TRUE
50435,FALSE,FALSE,FALSE,TRUE
50580,FALSE,FALSE,FALSE,TRUE
50590,FALSE,FALSE,FALSE,TRUE
50592,FALSE,FALSE,FALSE,TRUE
50695,FALSE,FALSE,FALSE,TRUE
50715,FALSE,FALSE,FALSE,TRUE
50949,FALSE,FALSE,FALSE,TRUE
51020,FALSE,FALSE,FALSE,TRUE
51040,FALSE,FALSE,FALSE,TRUE
51102,FALSE,FALSE,FALSE,TRUE
512,FALSE,FALSE,FALSE,FALSE
5140X,FALSE,FALSE,FALSE,FALSE
5140Y,FALSE,FALSE,FALSE,FALSE
5140Z,FALSE,FALSE,FALSE,FALSE
51600,FALSE,FALSE,FALSE,TRUE
51610,FALSE,FALSE,FALSE,TRUE
51700,FALSE,FALSE,FALSE,TRUE
51701,FALSE,FALSE,FALSE,TRUE
51702,FALSE,FALSE,FALSE,TRUE
51703,FALSE,FALSE,FALSE,TRUE
51705,FALSE,FALSE,FALSE,TRUE
51710,FALSE,FALSE,FALSE,TRUE
51715,FALSE,FALSE,FALSE,TRUE
51720,FALSE,FALSE,FALSE,TRUE
51725,FALSE,FALSE,FALSE,TRUE
51726,FALSE,FALSE,FALSE,TRUE
51727,FALSE,FALSE,FALSE,TRUE
51728,FALSE,FALSE,FALSE,TRUE
51729,FALSE,FALSE,FALSE,TRUE
51736,FALSE,FALSE,FALSE,TRUE
51741,FALSE,FALSE,FALSE,TRUE
51784,FALSE,FALSE,FALSE,TRUE
51785,FALSE,FALSE,FALSE,TRUE
51792,FALSE,FALSE,FALSE,TRUE
51797,FALSE,FALSE,FALSE,TRUE
51798,FALSE,FALSE,FALSE,TRUE
51860,FALSE,FALSE,FALSE,TRUE
518F,FALSE,FALSE,FALSE,FALSE
51900,FALSE,FALSE,FALSE,TRUE
520,FALSE,FALSE,FALSE,FALSE
52000,FALSE,FALSE,FALSE,TRUE
52005,FALSE,FALSE,FALSE,TRUE
521,FALSE,FALSE,FALSE,FALSE
52204,FALSE,FALSE,FALSE,TRUE
52214,FALSE,FALSE,FALSE,TRUE
52224,FALSE,FALSE,FALSE,TRUE
52260,FALSE,FALSE,FALSE,TRUE
52270,FALSE,FALSE,FALSE,TRUE
52276,FALSE,FALSE,FALSE,TRUE
52281,FALSE,FALSE,FALSE,TRUE
52285,FALSE,FALSE,FALSE,TRUE
52287,FALSE,FALSE,FALSE,TRUE
52310,FALSE,FALSE,FALSE,TRUE
52315,FALSE,FALSE,FALSE,TRUE
52317,FALSE,FALSE,FALSE,TRUE
52330,FALSE,FALSE,FALSE,TRUE
52332,FALSE,FALSE,FALSE,TRUE
52334,FALSE,FALSE,FALSE,TRUE
52346,FALSE,FALSE,FALSE,TRUE
52351,FALSE,FALSE,FALSE,TRUE
52352,FALSE,FALSE,FALSE,TRUE
52353,FALSE,FALSE,FALSE,TRUE
52356,FALSE,FALSE,FALSE,TRUE
52441,FALSE,FALSE,FALSE,TRUE
52442,FALSE,FALSE,FALSE,TRUE
5250F,FALSE,FALSE,FALSE,TRUE
52648,FALSE,FALSE,FALSE,TRUE
53020,FALSE,FALSE,FALSE,TRUE
53450,FALSE,FALSE,FALSE,TRUE
53460,FALSE,FALSE,FALSE,TRUE
53600,FALSE,FALSE,FALSE,TRUE
53601,FALSE,FALSE,FALSE,TRUE
53605,FALSE,FALSE,FALSE,TRUE
53620,FALSE,FALSE,FALSE,TRUE
53661,FALSE,FALSE,FALSE,TRUE
53850,FALSE,FALSE,FALSE,TRUE
53860,FALSE,FALSE,FALSE,TRUE
54050,FALSE,FALSE,FALSE,TRUE
54056,FALSE,FALSE,FALSE,TRUE
54065,FALSE,FALSE,FALSE,TRUE
54100,FALSE,FALSE,FALSE,TRUE
54150,FALSE,FALSE,FALSE,TRUE
54160,FALSE,FALSE,FALSE,TRUE
54161,FALSE,FALSE,FALSE,TRUE
54162,FALSE,FALSE,FALSE,TRUE
54163,FALSE,FALSE,FALSE,TRUE
54164,FALSE,FALSE,FALSE,TRUE
54200,FALSE,FALSE,FALSE,TRUE
54235,FALSE,FALSE,FALSE,TRUE
54300,FALSE,FALSE,FALSE,TRUE
54304,FALSE,FALSE,FALSE,TRUE
54360,FALSE,FALSE,FALSE,TRUE
54450,FALSE,FALSE,FALSE,TRUE
54512,FALSE,FALSE,FALSE,TRUE
54640,FALSE,FALSE,FALSE,TRUE
54830,FALSE,FALSE,FALSE,TRUE
55102,FALSE,FALSE,FALSE,FALSE
55175,FALSE,FALSE,FALSE,TRUE
55180,FALSE,FALSE,FALSE,TRUE
55250,FALSE,FALSE,FALSE,TRUE
55700,FALSE,FALSE,FALSE,FALSE
55899,FALSE,FALSE,FALSE,TRUE
55980,FALSE,FALSE,FALSE,TRUE
56405,FALSE,FALSE,FALSE,TRUE
56420,FALSE,FALSE,FALSE,TRUE
56501,FALSE,FALSE,FALSE,TRUE
56515,FALSE,FALSE,FALSE,TRUE
56820,FALSE,FALSE,FALSE,TRUE
56821,FALSE,FALSE,FALSE,TRUE
57061,FALSE,FALSE,FALSE,TRUE
57065,FALSE,FALSE,FALSE,TRUE
57135,FALSE,FALSE,FALSE,TRUE
57150,FALSE,FALSE,FALSE,TRUE
57160,FALSE,FALSE,FALSE,TRUE
57170,FALSE,FALSE,FALSE,TRUE
57180,FALSE,FALSE,FALSE,TRUE
57220,FALSE,FALSE,FALSE,TRUE
57250,FALSE,FALSE,FALSE,TRUE
57265,FALSE,FALSE,FALSE,TRUE
57282,FALSE,FALSE,FALSE,TRUE
57283,FALSE,FALSE,FALSE,TRUE
57288,FALSE,FALSE,FALSE,TRUE
57410,FALSE,FALSE,FALSE,TRUE
57420,FALSE,FALSE,FALSE,TRUE
57421,FALSE,FALSE,FALSE,TRUE
57425,FALSE,FALSE,FALSE,TRUE
57452,FALSE,FALSE,FALSE,TRUE
57454,FALSE,FALSE,FALSE,TRUE
57455,FALSE,FALSE,FALSE,TRUE
57456,FALSE,FALSE,FALSE,TRUE
57460,FALSE,FALSE,FALSE,TRUE
57465,FALSE,FALSE,FALSE,TRUE
57500,FALSE,FALSE,FALSE,TRUE
57505,FALSE,FALSE,FALSE,TRUE
57510,FALSE,FALSE,FALSE,TRUE
57511,FALSE,FALSE,FALSE,TRUE
57520,FALSE,FALSE,FALSE,TRUE
57522,FALSE,FALSE,FALSE,TRUE
57720,FALSE,FALSE,FALSE,TRUE
57800,FALSE,FALSE,FALSE,TRUE
58100,FALSE,FALSE,FALSE,TRUE
58110,FALSE,FALSE,FALSE,TRUE
58120,FALSE,FALSE,FALSE,TRUE
58150,FALSE,FALSE,FALSE,TRUE
58152,FALSE,FALSE,FALSE,TRUE
58300,FALSE,FALSE,FALSE,TRUE
58301,FALSE,FALSE,FALSE,TRUE
58340,FALSE,FALSE,FALSE,TRUE
58552,FALSE,FALSE,FALSE,TRUE
58555,FALSE,FALSE,FALSE,TRUE
58558,FALSE,FALSE,FALSE,TRUE
58561,FALSE,FALSE,FALSE,TRUE
58563,FALSE,FALSE,FALSE,TRUE
58571,FALSE,FALSE,FALSE,TRUE
58600,FALSE,FALSE,FALSE,TRUE
58605,FALSE,FALSE,FALSE,TRUE
58611,FALSE,FALSE,FALSE,TRUE
58660,FALSE,FALSE,FALSE,TRUE
58661,FALSE,FALSE,FALSE,TRUE
58662,FALSE,FALSE,FALSE,TRUE
58670,FALSE,FALSE,FALSE,TRUE
58671,FALSE,FALSE,FALSE,TRUE
58700,FALSE,FALSE,FALSE,TRUE
58740,FALSE,FALSE,FALSE,TRUE
58999,FALSE,FALSE,FALSE,TRUE
59000,FALSE,FALSE,FALSE,TRUE
59020,FALSE,FALSE,FALSE,TRUE
59025,FALSE,FALSE,FALSE,TRUE
59050,FALSE,FALSE,FALSE,TRUE
59051,FALSE,FALSE,FALSE,TRUE
59070,FALSE,FALSE,FALSE,TRUE
59200,FALSE,FALSE,FALSE,TRUE
59320,FALSE,FALSE,FALSE,TRUE
59400,FALSE,FALSE,FALSE,TRUE
59409,FALSE,FALSE,FALSE,TRUE
59410,FALSE,FALSE,FALSE,TRUE
59414,FALSE,FALSE,FALSE,TRUE
59420,FALSE,FALSE,FALSE,FALSE
59425,FALSE,FALSE,FALSE,TRUE
59426,FALSE,FALSE,FALSE,TRUE
59430,FALSE,FALSE,FALSE,TRUE
59451,FALSE,FALSE,FALSE,FALSE
59510,FALSE,FALSE,FALSE,TRUE
59514,FALSE,FALSE,FALSE,TRUE
59515,FALSE,FALSE,FALSE,TRUE
59612,FALSE,FALSE,FALSE,TRUE
59620,FALSE,FALSE,FALSE,TRUE
59812,FALSE,FALSE,FALSE,TRUE
59820,FALSE,FALSE,FALSE,TRUE
59840,FALSE,FALSE,FALSE,TRUE
59841,FALSE,FALSE,FALSE,TRUE
59899,FALSE,FALSE,FALSE,TRUE
5S100,FALSE,FALSE,FALSE,FALSE
60000,FALSE,FALSE,FALSE,TRUE
6005F,FALSE,FALSE,FALSE,TRUE
60100,FALSE,FALSE,FALSE,TRUE
60240,FALSE,FALSE,FALSE,TRUE
60300,FALSE,FALSE,FALSE,TRUE
6030F,FALSE,FALSE,FALSE,TRUE
6040F,FALSE,FALSE,FALSE,TRUE
6045F,FALSE,FALSE,FALSE,TRUE
60500,FALSE,FALSE,FALSE,TRUE
60521,FALSE,FALSE,FALSE,TRUE
60699,FALSE,FALSE,FALSE,TRUE
6080F,FALSE,FALSE,FALSE,TRUE
6090F,FALSE,FALSE,FALSE,TRUE
6100F,FALSE,FALSE,FALSE,TRUE
6101F,FALSE,FALSE,FALSE,TRUE
6102F,FALSE,FALSE,FALSE,TRUE
61070,FALSE,FALSE,FALSE,TRUE
6110F,FALSE,FALSE,FALSE,TRUE
612,FALSE,FALSE,FALSE,FALSE
61510,FALSE,FALSE,FALSE,TRUE
61781,FALSE,FALSE,FALSE,TRUE
61782,FALSE,FALSE,FALSE,TRUE
61783,FALSE,FALSE,FALSE,TRUE
61796,FALSE,FALSE,FALSE,TRUE
61800,FALSE,FALSE,FALSE,TRUE
61885,FALSE,FALSE,FALSE,TRUE
62252,FALSE,FALSE,FALSE,TRUE
62264,FALSE,FALSE,FALSE,TRUE
62270,FALSE,FALSE,FALSE,TRUE
62272,FALSE,FALSE,FALSE,TRUE
62281,FALSE,FALSE,FALSE,TRUE
62282,FALSE,FALSE,FALSE,TRUE
62284,FALSE,FALSE,FALSE,TRUE
62304,FALSE,FALSE,FALSE,TRUE
62305,FALSE,FALSE,FALSE,TRUE
62310,FALSE,FALSE,FALSE,FALSE
62311,FALSE,FALSE,FALSE,FALSE
62320,FALSE,FALSE,FALSE,TRUE
62321,FALSE,FALSE,FALSE,TRUE
62322,FALSE,FALSE,FALSE,TRUE
62323,FALSE,FALSE,FALSE,TRUE
62324,FALSE,FALSE,FALSE,TRUE
62326,FALSE,FALSE,FALSE,TRUE
62327,FALSE,FALSE,FALSE,TRUE
62328,FALSE,FALSE,FALSE,TRUE
62329,FALSE,FALSE,FALSE,TRUE
62362,FALSE,FALSE,FALSE,TRUE
62367,FALSE,FALSE,FALSE,TRUE
62368,FALSE,FALSE,FALSE,TRUE
62369,FALSE,FALSE,FALSE,TRUE
62370,FALSE,FALSE,FALSE,TRUE
62508,FALSE,FALSE,FALSE,FALSE
63030,FALSE,FALSE,FALSE,TRUE
63047,FALSE,FALSE,FALSE,TRUE
63048,FALSE,FALSE,FALSE,TRUE
63052,FALSE,FALSE,FALSE,TRUE
63200,FALSE,FALSE,FALSE,TRUE
63650,FALSE,FALSE,FALSE,TRUE
63685,FALSE,FALSE,FALSE,TRUE
64000,FALSE,FALSE,FALSE,FALSE
64400,FALSE,FALSE,FALSE,TRUE
64402,FALSE,FALSE,FALSE,FALSE
64405,FALSE,FALSE,FALSE,TRUE
64413,FALSE,FALSE,FALSE,FALSE
64415,FALSE,FALSE,FALSE,TRUE
64416,FALSE,FALSE,FALSE,TRUE
64417,FALSE,FALSE,FALSE,TRUE
64418,FALSE,FALSE,FALSE,TRUE
64420,FALSE,FALSE,FALSE,TRUE
64421,FALSE,FALSE,FALSE,TRUE
64425,FALSE,FALSE,FALSE,TRUE
64430,FALSE,FALSE,FALSE,TRUE
64435,FALSE,FALSE,FALSE,TRUE
64445,FALSE,FALSE,FALSE,TRUE
64446,FALSE,FALSE,FALSE,TRUE
64447,FALSE,FALSE,FALSE,TRUE
64448,FALSE,FALSE,FALSE,TRUE
64449,FALSE,FALSE,FALSE,TRUE
64450,FALSE,FALSE,FALSE,TRUE
64451,FALSE,FALSE,FALSE,TRUE
64454,FALSE,FALSE,FALSE,TRUE
64455,FALSE,FALSE,FALSE,TRUE
64461,FALSE,FALSE,FALSE,TRUE
64462,FALSE,FALSE,FALSE,TRUE
64479,FALSE,FALSE,FALSE,TRUE
64480,FALSE,FALSE,FALSE,TRUE
64483,FALSE,FALSE,FALSE,TRUE
64484,FALSE,FALSE,FALSE,TRUE
64486,FALSE,FALSE,FALSE,TRUE
64488,FALSE,FALSE,FALSE,TRUE
64489,FALSE,FALSE,FALSE,TRUE
64490,FALSE,FALSE,FALSE,TRUE
64491,FALSE,FALSE,FALSE,TRUE
64492,FALSE,FALSE,FALSE,TRUE
64493,FALSE,FALSE,FALSE,TRUE
64494,FALSE,FALSE,FALSE,TRUE
64495,FALSE,FALSE,FALSE,TRUE
64505,FALSE,FALSE,FALSE,TRUE
64510,FALSE,FALSE,FALSE,TRUE
64520,FALSE,FALSE,FALSE,TRUE
64530,FALSE,FALSE,FALSE,TRUE
64550,FALSE,FALSE,FALSE,FALSE
64553,FALSE,FALSE,FALSE,TRUE
64555,FALSE,FALSE,FALSE,TRUE
64561,FALSE,FALSE,FALSE,TRUE
64566,FALSE,FALSE,FALSE,TRUE
64590,FALSE,FALSE,FALSE,TRUE
64611,FALSE,FALSE,FALSE,TRUE
64612,FALSE,FALSE,FALSE,TRUE
64615,FALSE,FALSE,FALSE,TRUE
64616,FALSE,FALSE,FALSE,TRUE
64625,FALSE,FALSE,FALSE,TRUE
64630,FALSE,FALSE,FALSE,TRUE
64632,FALSE,FALSE,FALSE,TRUE
64633,FALSE,FALSE,FALSE,TRUE
64634,FALSE,FALSE,FALSE,TRUE
64635,FALSE,FALSE,FALSE,TRUE
64636,FALSE,FALSE,FALSE,TRUE
64640,FALSE,FALSE,FALSE,TRUE
64642,FALSE,FALSE,FALSE,TRUE
64643,FALSE,FALSE,FALSE,TRUE
64644,FALSE,FALSE,FALSE,TRUE
64645,FALSE,FALSE,FALSE,TRUE
64646,FALSE,FALSE,FALSE,TRUE
64650,FALSE,FALSE,FALSE,TRUE
64702,FALSE,FALSE,FALSE,TRUE
64708,FALSE,FALSE,FALSE,TRUE
64713,FALSE,FALSE,FALSE,TRUE
64718,FALSE,FALSE,FALSE,TRUE
64719,FALSE,FALSE,FALSE,TRUE
64721,FALSE,FALSE,FALSE,TRUE
64722,FALSE,FALSE,FALSE,TRUE
64999,FALSE,FALSE,FALSE,TRUE
65205,FALSE,FALSE,FALSE,TRUE
65210,FALSE,FALSE,FALSE,TRUE
65220,FALSE,FALSE,FALSE,TRUE
65222,FALSE,FALSE,FALSE,TRUE
6525,FALSE,FALSE,FALSE,FALSE
65400,FALSE,FALSE,FALSE,TRUE
65420,FALSE,FALSE,FALSE,TRUE
65426,FALSE,FALSE,FALSE,TRUE
65600,FALSE,FALSE,FALSE,TRUE
65710,FALSE,FALSE,FALSE,TRUE
65778,FALSE,FALSE,FALSE,TRUE
65779,FALSE,FALSE,FALSE,TRUE
65800,FALSE,FALSE,FALSE,TRUE
65820,FALSE,FALSE,FALSE,TRUE
65855,FALSE,FALSE,FALSE,TRUE
65860,FALSE,FALSE,FALSE,TRUE
65875,FALSE,FALSE,FALSE,TRUE
66030,FALSE,FALSE,FALSE,TRUE
66174,FALSE,FALSE,FALSE,TRUE
66180,FALSE,FALSE,FALSE,TRUE
66183,FALSE,FALSE,FALSE,TRUE
66250,FALSE,FALSE,FALSE,TRUE
66710,FALSE,FALSE,FALSE,TRUE
66711,FALSE,FALSE,FALSE,TRUE
66761,FALSE,FALSE,FALSE,TRUE
66762,FALSE,FALSE,FALSE,TRUE
66821,FALSE,FALSE,FALSE,TRUE
66982,FALSE,FALSE,FALSE,TRUE
66984,FALSE,FALSE,FALSE,TRUE
66985,FALSE,FALSE,FALSE,TRUE
66988,FALSE,FALSE,FALSE,TRUE
66991,FALSE,FALSE,FALSE,TRUE
66999,FALSE,FALSE,FALSE,TRUE
67028,FALSE,FALSE,FALSE,TRUE
67031,FALSE,FALSE,FALSE,TRUE
67036,FALSE,FALSE,FALSE,TRUE
67039,FALSE,FALSE,FALSE,TRUE
67040,FALSE,FALSE,FALSE,TRUE
67041,FALSE,FALSE,FALSE,TRUE
67042,FALSE,FALSE,FALSE,TRUE
67108,FALSE,FALSE,FALSE,TRUE
67113,FALSE,FALSE,FALSE,TRUE
67145,FALSE,FALSE,FALSE,TRUE
67210,FALSE,FALSE,FALSE,TRUE
67220,FALSE,FALSE,FALSE,TRUE
67228,FALSE,FALSE,FALSE,TRUE
67299,FALSE,FALSE,FALSE,TRUE
67311,FALSE,FALSE,FALSE,TRUE
67312,FALSE,FALSE,FALSE,TRUE
67314,FALSE,FALSE,FALSE,TRUE
67320,FALSE,FALSE,FALSE,TRUE
67332,FALSE,FALSE,FALSE,TRUE
67340,FALSE,FALSE,FALSE,TRUE
67400,FALSE,FALSE,FALSE,TRUE
67500,FALSE,FALSE,FALSE,TRUE
67515,FALSE,FALSE,FALSE,TRUE
67700,FALSE,FALSE,FALSE,TRUE
67800,FALSE,FALSE,FALSE,TRUE
67801,FALSE,FALSE,FALSE,TRUE
67808,FALSE,FALSE,FALSE,TRUE
67820,FALSE,FALSE,FALSE,TRUE
67825,FALSE,FALSE,FALSE,TRUE
67840,FALSE,FALSE,FALSE,TRUE
67850,FALSE,FALSE,FALSE,TRUE
67903,FALSE,FALSE,FALSE,TRUE
67904,FALSE,FALSE,FALSE,TRUE
67924,FALSE,FALSE,FALSE,TRUE
67938,FALSE,FALSE,FALSE,TRUE
67950,FALSE,FALSE,FALSE,TRUE
67961,FALSE,FALSE,FALSE,TRUE
67966,FALSE,FALSE,FALSE,TRUE
67973,FALSE,FALSE,FALSE,TRUE
68020,FALSE,FALSE,FALSE,TRUE
68040,FALSE,FALSE,FALSE,TRUE
68110,FALSE,FALSE,FALSE,TRUE
68115,FALSE,FALSE,FALSE,TRUE
68200,FALSE,FALSE,FALSE,TRUE
68320,FALSE,FALSE,FALSE,TRUE
68326,FALSE,FALSE,FALSE,TRUE
68335,FALSE,FALSE,FALSE,TRUE
68340,FALSE,FALSE,FALSE,TRUE
68400,FALSE,FALSE,FALSE,TRUE
68420,FALSE,FALSE,FALSE,TRUE
68530,FALSE,FALSE,FALSE,TRUE
68700,FALSE,FALSE,FALSE,TRUE
68705,FALSE,FALSE,FALSE,TRUE
68760,FALSE,FALSE,FALSE,TRUE
68761,FALSE,FALSE,FALSE,TRUE
68801,FALSE,FALSE,FALSE,TRUE
68810,FALSE,FALSE,FALSE,TRUE
68811,FALSE,FALSE,FALSE,TRUE
68815,FALSE,FALSE,FALSE,TRUE
68840,FALSE,FALSE,FALSE,TRUE
68841,FALSE,FALSE,FALSE,TRUE
69000,FALSE,FALSE,FALSE,TRUE
69005,FALSE,FALSE,FALSE,TRUE
69020,FALSE,FALSE,FALSE,TRUE
69100,FALSE,FALSE,FALSE,TRUE
69105,FALSE,FALSE,FALSE,TRUE
69145,FALSE,FALSE,FALSE,TRUE
69200,FALSE,FALSE,FALSE,TRUE
69205,FALSE,FALSE,FALSE,TRUE
69209,FALSE,FALSE,FALSE,TRUE
69210,FALSE,FALSE,FALSE,TRUE
69220,FALSE,FALSE,FALSE,TRUE
69222,FALSE,FALSE,FALSE,TRUE
69310,FALSE,FALSE,FALSE,TRUE
69399,FALSE,FALSE,FALSE,TRUE
69420,FALSE,FALSE,FALSE,TRUE
69421,FALSE,FALSE,FALSE,TRUE
69424,FALSE,FALSE,FALSE,TRUE
69433,FALSE,FALSE,FALSE,TRUE
69436,FALSE,FALSE,FALSE,TRUE
69450,FALSE,FALSE,FALSE,TRUE
69610,FALSE,FALSE,FALSE,TRUE
69620,FALSE,FALSE,FALSE,TRUE
69631,FALSE,FALSE,FALSE,TRUE
69799,FALSE,FALSE,FALSE,TRUE
69801,FALSE,FALSE,FALSE,TRUE
69990,FALSE,FALSE,FALSE,TRUE
6WKFU,FALSE,FALSE,FALSE,FALSE
70010,FALSE,FALSE,FALSE,TRUE
70030,FALSE,FALSE,FALSE,TRUE
70100,FALSE,FALSE,FALSE,TRUE
7010F,FALSE,FALSE,FALSE,TRUE
70110,FALSE,FALSE,FALSE,TRUE
70120,FALSE,FALSE,FALSE,TRUE
70140,FALSE,FALSE,FALSE,TRUE
70150,FALSE,FALSE,FALSE,TRUE
70160,FALSE,FALSE,FALSE,TRUE
70190,FALSE,FALSE,FALSE,TRUE
